instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_new,weekday_new,weathersit_new,temp_cat,hr_cat
9894,2012-02-22,1,1,2,6,0,3,1,1,13,16,76,11,5,85,90,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
9895,2012-02-22,1,1,2,7,0,3,1,1,13,17,76,6,10,292,302,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
9896,2012-02-22,1,1,2,8,0,3,1,1,12,16,75,6,9,567,576,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
9897,2012-02-22,1,1,2,9,0,3,1,1,13,17,70,6,11,241,252,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
9898,2012-02-22,1,1,2,10,0,3,1,1,14,17,71,6,17,122,139,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
9899,2012-02-22,1,1,2,11,0,3,1,1,15,17,66,11,22,149,171,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
9900,2012-02-22,1,1,2,12,0,3,1,1,16,20,62,19,21,186,207,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Noon
9901,2012-02-22,1,1,2,13,0,3,1,1,17,21,54,20,15,175,190,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Noon
9902,2012-02-22,1,1,2,14,0,3,1,1,18,22,54,22,35,142,177,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Noon
9903,2012-02-22,1,1,2,15,0,3,1,1,20,24,31,28,34,161,195,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Noon
9904,2012-02-22,1,1,2,16,0,3,1,1,21,25,29,31,30,268,298,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Afternoon
9905,2012-02-22,1,1,2,17,0,3,1,1,21,25,32,26,43,486,529,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Afternoon
9906,2012-02-22,1,1,2,18,0,3,1,2,20,23,41,22,42,483,525,Spring,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Afternoon
9907,2012-02-22,1,1,2,19,0,3,1,2,19,23,44,19,22,305,327,Spring,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Evening
9908,2012-02-22,1,1,2,20,0,3,1,2,18,22,47,13,25,249,274,Spring,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Evening
9909,2012-02-22,1,1,2,21,0,3,1,2,20,23,33,19,19,220,239,Spring,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Evening
9910,2012-02-22,1,1,2,22,0,3,1,2,18,22,47,17,18,129,147,Spring,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Evening
9911,2012-02-22,1,1,2,23,0,3,1,2,19,23,41,19,5,57,62,Spring,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Night
9912,2012-02-23,1,1,2,0,0,4,1,2,18,22,47,17,12,30,42,Spring,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Night
9913,2012-02-23,1,1,2,1,0,4,1,2,18,22,58,19,3,12,15,Spring,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Night
9914,2012-02-23,1,1,2,2,0,4,1,2,18,22,62,15,5,4,9,Spring,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Night
9915,2012-02-23,1,1,2,3,0,4,1,3,18,22,67,13,2,4,6,Spring,Thursday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",Cool,Night
9916,2012-02-23,1,1,2,4,0,4,1,1,16,20,76,15,0,1,1,Spring,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Night
9917,2012-02-23,1,1,2,5,0,4,1,1,16,20,76,15,2,30,32,Spring,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
9918,2012-02-23,1,1,2,6,0,4,1,1,15,17,87,13,3,88,91,Spring,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
9919,2012-02-23,1,1,2,7,0,4,1,1,15,17,81,15,9,317,326,Spring,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
9920,2012-02-23,1,1,2,8,0,4,1,1,14,17,87,13,11,549,560,Spring,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
9921,2012-02-23,1,1,2,9,0,4,1,1,15,17,81,17,14,228,242,Spring,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
9922,2012-02-23,1,1,2,10,0,4,1,1,17,21,67,13,41,107,148,Spring,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
9923,2012-02-23,1,1,2,11,0,4,1,1,20,23,48,19,54,128,182,Spring,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
9924,2012-02-23,1,1,2,12,0,4,1,1,20,24,42,17,25,199,224,Spring,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Noon
9925,2012-02-23,1,1,2,13,0,4,1,1,21,25,39,13,30,188,218,Spring,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Noon
9926,2012-02-23,1,1,2,14,0,4,1,1,22,26,37,17,36,156,192,Spring,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Noon
9927,2012-02-23,1,1,2,15,0,4,1,1,22,26,33,9,46,171,217,Spring,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Noon
9928,2012-02-23,1,1,2,16,0,4,1,1,23,27,32,0,45,298,343,Spring,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Afternoon
9929,2012-02-23,1,1,2,17,0,4,1,1,22,26,32,11,49,561,610,Spring,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Afternoon
9930,2012-02-23,1,1,2,18,0,4,1,1,22,26,37,9,36,486,522,Spring,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Afternoon
9931,2012-02-23,1,1,2,19,0,4,1,1,20,24,39,6,20,349,369,Spring,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
9932,2012-02-23,1,1,2,20,0,4,1,1,19,23,44,9,23,246,269,Spring,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
9933,2012-02-23,1,1,2,21,0,4,1,1,18,22,51,15,17,205,222,Spring,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
9934,2012-02-23,1,1,2,22,0,4,1,1,18,22,54,17,19,118,137,Spring,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
9935,2012-02-23,1,1,2,23,0,4,1,1,18,22,54,0,14,71,85,Spring,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Night
9936,2012-02-24,1,1,2,0,0,5,1,2,18,22,58,6,12,34,46,Spring,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Night
9937,2012-02-24,1,1,2,1,0,5,1,1,18,22,62,13,3,15,18,Spring,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Night
9938,2012-02-24,1,1,2,2,0,5,1,3,17,21,77,19,1,4,5,Spring,Friday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",Cool,Night
9939,2012-02-24,1,1,2,3,0,5,1,1,17,21,82,9,0,5,5,Spring,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Night
9940,2012-02-24,1,1,2,4,0,5,1,1,16,20,87,9,0,2,2,Spring,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Night
9941,2012-02-24,1,1,2,5,0,5,1,2,16,20,87,13,1,25,26,Spring,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Morning
9942,2012-02-24,1,1,2,6,0,5,1,2,16,20,87,11,2,80,82,Spring,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Morning
9943,2012-02-24,1,1,2,7,0,5,1,2,16,20,76,15,7,265,272,Spring,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Morning
9944,2012-02-24,1,1,2,8,0,5,1,2,16,20,76,22,17,452,469,Spring,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Morning
9945,2012-02-24,1,1,2,9,0,5,1,3,15,17,81,17,15,229,244,Spring,Friday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",Cool,Morning
9946,2012-02-24,1,1,2,10,0,5,1,3,15,17,81,11,22,119,141,Spring,Friday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",Cool,Morning
9947,2012-02-24,1,1,2,11,0,5,1,2,15,18,81,7,27,136,163,Spring,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Morning
9948,2012-02-24,1,1,2,12,0,5,1,2,16,20,76,9,27,201,228,Spring,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Noon
9949,2012-02-24,1,1,2,13,0,5,1,2,17,21,71,7,30,153,183,Spring,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Noon
9950,2012-02-24,1,1,2,14,0,5,1,2,19,23,67,7,5,26,31,Spring,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Noon
9951,2012-02-24,1,1,2,15,0,5,1,3,16,20,87,13,11,83,94,Spring,Friday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",Cool,Noon
9952,2012-02-24,1,1,2,16,0,5,1,3,16,20,87,13,12,166,178,Spring,Friday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",Cool,Afternoon
9953,2012-02-24,1,1,2,17,0,5,1,3,17,21,94,7,14,242,256,Spring,Friday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",Cool,Afternoon
9954,2012-02-24,1,1,2,18,0,5,1,2,17,21,94,0,11,289,300,Spring,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Afternoon
9955,2012-02-24,1,1,2,19,0,5,1,2,18,22,88,7,6,227,233,Spring,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Evening
9956,2012-02-24,1,1,2,20,0,5,1,1,18,22,62,28,8,159,167,Spring,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
9957,2012-02-24,1,1,2,21,0,5,1,1,17,21,35,54,1,151,152,Spring,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
9958,2012-02-24,1,1,2,22,0,5,1,1,16,20,37,39,4,102,106,Spring,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
9959,2012-02-24,1,1,2,23,0,5,1,1,16,20,37,46,10,76,86,Spring,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Night
9960,2012-02-25,1,1,2,0,0,6,0,1,15,17,43,26,5,56,61,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Night
9961,2012-02-25,1,1,2,1,0,6,0,1,14,15,42,24,4,42,46,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Night
9962,2012-02-25,1,1,2,2,0,6,0,1,13,15,45,17,1,37,38,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Night
9963,2012-02-25,1,1,2,3,0,6,0,1,12,14,45,20,0,7,7,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Night
9964,2012-02-25,1,1,2,4,0,6,0,1,12,14,42,22,0,2,2,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Night
9965,2012-02-25,1,1,2,5,0,6,0,2,12,14,42,20,0,3,3,Spring,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Morning
9966,2012-02-25,1,1,2,6,0,6,0,2,12,14,42,20,1,12,13,Spring,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Morning
9967,2012-02-25,1,1,2,7,0,6,0,1,11,12,45,30,3,20,23,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
9968,2012-02-25,1,1,2,8,0,6,0,1,11,11,48,20,3,90,93,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
9969,2012-02-25,1,1,2,9,0,6,0,3,9,10,75,22,15,107,122,Spring,Saturday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",Cold,Morning
9970,2012-02-25,1,1,2,10,0,6,0,1,11,11,60,24,24,159,183,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
9971,2012-02-25,1,1,2,11,0,6,0,1,12,13,39,41,23,187,210,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
9972,2012-02-25,1,1,2,12,0,6,0,1,13,14,29,44,41,217,258,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Noon
9973,2012-02-25,1,1,2,13,0,6,0,1,13,14,31,33,48,178,226,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Noon
9974,2012-02-25,1,1,2,14,0,6,0,1,13,14,29,37,35,181,216,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Noon
9975,2012-02-25,1,1,2,15,0,6,0,1,13,14,29,28,21,211,232,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Noon
9976,2012-02-25,1,1,2,16,0,6,0,1,13,14,26,39,32,163,195,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Afternoon
9977,2012-02-25,1,1,2,17,0,6,0,1,12,14,33,24,16,143,159,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Afternoon
9978,2012-02-25,1,1,2,18,0,6,0,1,12,13,28,39,7,126,133,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Afternoon
9979,2012-02-25,1,1,2,19,0,6,0,1,11,11,33,30,12,137,149,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
9980,2012-02-25,1,1,2,20,0,6,0,1,11,11,30,37,10,95,105,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
9981,2012-02-25,1,1,2,21,0,6,0,1,10,11,35,22,5,80,85,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Evening
9982,2012-02-25,1,1,2,22,0,6,0,1,10,10,38,31,4,78,82,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Evening
9983,2012-02-25,1,1,2,23,0,6,0,1,10,10,41,28,7,84,91,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Night
9984,2012-02-26,1,1,2,0,0,0,0,1,10,11,41,24,7,63,70,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Night
9985,2012-02-26,1,1,2,1,0,0,0,1,10,11,44,22,5,50,55,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Night
9986,2012-02-26,1,1,2,2,0,0,0,1,10,11,44,22,5,37,42,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Night
9987,2012-02-26,1,1,2,3,0,0,0,1,10,11,41,13,0,21,21,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Night
9988,2012-02-26,1,1,2,4,0,0,0,1,10,11,41,13,1,5,6,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Night
9989,2012-02-26,1,1,2,5,0,0,0,1,9,11,44,15,0,5,5,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Morning
9990,2012-02-26,1,1,2,6,0,0,0,1,9,10,44,22,0,2,2,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Morning
9991,2012-02-26,1,1,2,7,0,0,0,1,8,9,51,20,2,20,22,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Morning
9992,2012-02-26,1,1,2,8,0,0,0,1,8,10,51,17,2,57,59,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Morning
9993,2012-02-26,1,1,2,9,0,0,0,1,9,11,47,15,11,76,87,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Morning
9994,2012-02-26,1,1,2,10,0,0,0,1,11,13,41,11,27,161,188,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
9995,2012-02-26,1,1,2,11,0,0,0,1,11,13,41,19,43,184,227,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
9996,2012-02-26,1,1,2,12,0,0,0,1,12,15,39,9,49,256,305,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Noon
9997,2012-02-26,1,1,2,13,0,0,0,1,13,17,36,0,58,267,325,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Noon
9998,2012-02-26,1,1,2,14,0,0,0,1,14,17,31,0,68,263,331,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Noon
9999,2012-02-26,1,1,2,15,0,0,0,1,15,17,29,0,72,281,353,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Noon
10000,2012-02-26,1,1,2,16,0,0,0,1,15,17,32,17,64,275,339,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Afternoon
10001,2012-02-26,1,1,2,17,0,0,0,1,15,17,32,15,46,241,287,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Afternoon
10002,2012-02-26,1,1,2,18,0,0,0,1,14,16,36,19,17,199,216,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Afternoon
10003,2012-02-26,1,1,2,19,0,0,0,1,14,17,34,11,13,130,143,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
10004,2012-02-26,1,1,2,20,0,0,0,1,13,16,42,11,9,79,88,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
10005,2012-02-26,1,1,2,21,0,0,0,1,12,15,45,9,8,75,83,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
10006,2012-02-26,1,1,2,22,0,0,0,1,12,14,42,15,3,68,71,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
10007,2012-02-26,1,1,2,23,0,0,0,1,11,13,56,11,5,59,64,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Night
10008,2012-02-27,1,1,2,0,0,1,1,1,11,12,60,17,2,27,29,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Night
10009,2012-02-27,1,1,2,1,0,1,1,1,11,13,65,15,0,6,6,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Night
10010,2012-02-27,1,1,2,2,0,1,1,1,11,11,70,20,0,4,4,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Night
10011,2012-02-27,1,1,2,3,0,1,1,1,10,12,75,11,0,2,2,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Night
10012,2012-02-27,1,1,2,4,0,1,1,1,9,11,80,9,0,1,1,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Night
10013,2012-02-27,1,1,2,5,0,1,1,1,9,11,80,9,0,16,16,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Morning
10014,2012-02-27,1,1,2,6,0,1,1,1,10,11,70,17,1,89,90,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Morning
10015,2012-02-27,1,1,2,7,0,1,1,1,10,11,60,15,2,278,280,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Morning
10016,2012-02-27,1,1,2,8,0,1,1,1,10,12,60,0,14,514,528,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Morning
10017,2012-02-27,1,1,2,9,0,1,1,1,11,13,60,13,11,219,230,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
10018,2012-02-27,1,1,2,10,0,1,1,1,13,15,45,17,16,88,104,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
10019,2012-02-27,1,1,2,11,0,1,1,1,15,17,43,17,11,92,103,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
10020,2012-02-27,1,1,2,12,0,1,1,1,16,20,37,20,13,164,177,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Noon
10021,2012-02-27,1,1,2,13,0,1,1,1,16,20,43,19,23,159,182,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Noon
10022,2012-02-27,1,1,2,14,0,1,1,1,19,23,36,19,24,134,158,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Noon
10023,2012-02-27,1,1,2,15,0,1,1,1,21,25,25,28,24,150,174,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Noon
10024,2012-02-27,1,1,2,16,0,1,1,1,22,26,26,30,20,266,286,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Afternoon
10025,2012-02-27,1,1,2,17,0,1,1,1,22,26,24,30,26,503,529,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Afternoon
10026,2012-02-27,1,1,2,18,0,1,1,1,21,25,27,28,10,517,527,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Afternoon
10027,2012-02-27,1,1,2,19,0,1,1,1,20,24,29,26,16,318,334,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
10028,2012-02-27,1,1,2,20,0,1,1,1,20,23,33,24,11,208,219,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
10029,2012-02-27,1,1,2,21,0,1,1,1,19,23,36,19,14,181,195,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
10030,2012-02-27,1,1,2,22,0,1,1,1,18,22,44,17,9,83,92,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
10031,2012-02-27,1,1,2,23,0,1,1,1,17,21,50,11,6,50,56,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Night
10032,2012-02-28,1,1,2,0,0,2,1,1,17,21,54,9,0,10,10,Spring,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Night
10033,2012-02-28,1,1,2,1,0,2,1,1,16,20,62,11,0,6,6,Spring,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Night
10034,2012-02-28,1,1,2,2,0,2,1,1,16,20,54,7,1,2,3,Spring,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Night
10035,2012-02-28,1,1,2,3,0,2,1,1,16,20,32,24,0,6,6,Spring,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Night
10036,2012-02-28,1,1,2,4,0,2,1,1,13,14,42,24,0,2,2,Spring,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Night
10037,2012-02-28,1,1,2,5,0,2,1,1,13,14,42,24,1,20,21,Spring,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
10038,2012-02-28,1,1,2,6,0,2,1,1,12,14,45,22,1,100,101,Spring,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
10039,2012-02-28,1,1,2,7,0,2,1,1,11,13,45,20,12,313,325,Spring,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
10040,2012-02-28,1,1,2,8,0,2,1,1,11,12,48,19,16,543,559,Spring,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
10041,2012-02-28,1,1,2,9,0,2,1,1,11,13,45,24,7,225,232,Spring,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
10042,2012-02-28,1,1,2,10,0,2,1,1,12,14,42,20,14,118,132,Spring,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
10043,2012-02-28,1,1,2,11,0,2,1,1,14,16,36,17,8,155,163,Spring,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
10044,2012-02-28,1,1,2,12,0,2,1,1,15,17,34,9,19,164,183,Spring,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Noon
10045,2012-02-28,1,1,2,13,0,2,1,1,15,18,32,7,16,174,190,Spring,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Noon
10046,2012-02-28,1,1,2,14,0,2,1,1,16,20,28,7,13,121,134,Spring,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Noon
10047,2012-02-28,1,1,2,15,0,2,1,1,17,21,26,6,17,149,166,Spring,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Noon
10048,2012-02-28,1,1,2,16,0,2,1,1,17,21,28,6,17,270,287,Spring,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Afternoon
10049,2012-02-28,1,1,2,17,0,2,1,1,17,21,26,6,33,497,530,Spring,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Afternoon
10050,2012-02-28,1,1,2,18,0,2,1,1,17,21,28,11,17,432,449,Spring,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Afternoon
10051,2012-02-28,1,1,2,19,0,2,1,1,17,21,26,0,15,291,306,Spring,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
10052,2012-02-28,1,1,2,20,0,2,1,1,16,20,30,9,2,202,204,Spring,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
10053,2012-02-28,1,1,2,21,0,2,1,1,14,17,46,7,10,178,188,Spring,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
10054,2012-02-28,1,1,2,22,0,2,1,1,14,17,46,7,6,95,101,Spring,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
