instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_new,weekday_new,weathersit_new
9183,2012-01-23,1,1,1,12,0,1,1,2,9,14,93,0,10,52,62,Spring,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9184,2012-01-23,1,1,1,13,0,1,1,3,9,13,93,6,5,32,37,Spring,Monday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
9185,2012-01-23,1,1,1,14,0,1,1,3,9,11,93,13,13,48,61,Spring,Monday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
9186,2012-01-23,1,1,1,15,0,1,1,2,9,11,100,15,10,64,74,Spring,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9187,2012-01-23,1,1,1,16,0,1,1,2,10,12,93,11,14,108,122,Spring,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9188,2012-01-23,1,1,1,17,0,1,1,2,10,13,96,7,6,270,276,Spring,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9189,2012-01-23,1,1,1,18,0,1,1,2,10,12,93,9,7,275,282,Spring,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9190,2012-01-23,1,1,1,19,0,1,1,2,11,13,93,11,9,211,220,Spring,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9191,2012-01-23,1,1,1,20,0,1,1,2,11,13,100,11,8,161,169,Spring,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9192,2012-01-23,1,1,1,21,0,1,1,2,11,12,100,19,8,112,120,Spring,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9193,2012-01-23,1,1,1,22,0,1,1,2,11,12,100,19,4,64,68,Spring,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9194,2012-01-23,1,1,1,23,0,1,1,2,11,13,93,22,2,35,37,Spring,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9195,2012-01-24,1,1,1,0,0,2,1,2,12,14,100,19,6,19,25,Spring,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9196,2012-01-24,1,1,1,1,0,2,1,2,13,15,93,17,2,7,9,Spring,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9197,2012-01-24,1,1,1,2,0,2,1,2,13,15,93,15,2,6,8,Spring,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9198,2012-01-24,1,1,1,3,0,2,1,2,13,17,93,9,0,3,3,Spring,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9199,2012-01-24,1,1,1,4,0,2,1,2,12,16,100,6,0,2,2,Spring,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9200,2012-01-24,1,1,1,5,0,2,1,2,12,16,100,6,0,26,26,Spring,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9201,2012-01-24,1,1,1,6,0,2,1,2,13,16,93,13,1,88,89,Spring,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9202,2012-01-24,1,1,1,7,0,2,1,2,13,17,93,9,11,221,232,Spring,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9203,2012-01-24,1,1,1,8,0,2,1,2,13,17,93,9,11,479,490,Spring,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9204,2012-01-24,1,1,1,9,0,2,1,2,13,17,87,6,11,244,255,Spring,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9205,2012-01-24,1,1,1,10,0,2,1,1,13,17,93,6,23,93,116,Spring,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9206,2012-01-24,1,1,1,11,0,2,1,1,14,17,87,9,30,123,153,Spring,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9207,2012-01-24,1,1,1,12,0,2,1,1,14,17,87,11,25,150,175,Spring,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9208,2012-01-24,1,1,1,13,0,2,1,1,14,17,87,11,33,170,203,Spring,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9209,2012-01-24,1,1,1,14,0,2,1,1,15,17,81,15,35,138,173,Spring,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9210,2012-01-24,1,1,1,15,0,2,1,2,16,20,71,11,52,156,208,Spring,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9211,2012-01-24,1,1,1,16,0,2,1,1,16,20,71,9,35,243,278,Spring,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9212,2012-01-24,1,1,1,17,0,2,1,1,17,21,67,6,41,474,515,Spring,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9213,2012-01-24,1,1,1,18,0,2,1,1,16,20,62,6,32,391,423,Spring,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9214,2012-01-24,1,1,1,19,0,2,1,1,18,22,51,6,20,311,331,Spring,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9215,2012-01-24,1,1,1,20,0,2,1,1,13,17,76,0,18,211,229,Spring,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9216,2012-01-24,1,1,1,21,0,2,1,1,15,19,71,0,18,154,172,Spring,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9217,2012-01-24,1,1,1,22,0,2,1,1,13,17,81,0,14,111,125,Spring,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9218,2012-01-24,1,1,1,23,0,2,1,1,13,17,76,0,19,80,99,Spring,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9219,2012-01-25,1,1,1,0,0,3,1,1,11,15,93,0,6,25,31,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9220,2012-01-25,1,1,1,1,0,3,1,1,12,14,70,15,4,9,13,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9221,2012-01-25,1,1,1,2,0,3,1,1,11,14,70,13,3,3,6,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9222,2012-01-25,1,1,1,3,0,3,1,1,11,13,75,13,0,1,1,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9223,2012-01-25,1,1,1,4,0,3,1,1,11,12,70,19,0,4,4,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9224,2012-01-25,1,1,1,5,0,3,1,1,11,12,70,19,0,33,33,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9225,2012-01-25,1,1,1,6,0,3,1,1,10,11,73,15,1,87,88,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9226,2012-01-25,1,1,1,7,0,3,1,1,10,11,75,15,14,243,257,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9227,2012-01-25,1,1,1,8,0,3,1,1,10,11,70,17,18,495,513,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9228,2012-01-25,1,1,1,9,0,3,1,1,10,11,70,17,18,218,236,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9229,2012-01-25,1,1,1,10,0,3,1,2,11,11,70,22,30,111,141,Spring,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9230,2012-01-25,1,1,1,11,0,3,1,2,12,14,61,20,52,105,157,Spring,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9231,2012-01-25,1,1,1,12,0,3,1,1,13,17,53,9,46,147,193,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9232,2012-01-25,1,1,1,13,0,3,1,1,14,17,49,9,63,149,212,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9233,2012-01-25,1,1,1,14,0,3,1,1,14,17,49,6,53,107,160,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9234,2012-01-25,1,1,1,15,0,3,1,1,15,19,46,0,30,125,155,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9235,2012-01-25,1,1,1,16,0,3,1,1,14,17,53,11,29,217,246,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9236,2012-01-25,1,1,1,17,0,3,1,1,15,17,53,11,27,443,470,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9237,2012-01-25,1,1,1,18,0,3,1,1,13,17,66,9,24,415,439,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9238,2012-01-25,1,1,1,19,0,3,1,2,14,18,53,0,5,311,316,Spring,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9239,2012-01-25,1,1,1,20,0,3,1,1,13,16,61,13,10,225,235,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9240,2012-01-25,1,1,1,21,0,3,1,1,12,17,65,0,19,166,185,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9241,2012-01-25,1,1,1,22,0,3,1,1,12,16,65,6,12,101,113,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9242,2012-01-25,1,1,1,23,0,3,1,2,11,16,65,0,3,63,66,Spring,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9243,2012-01-26,1,1,1,0,0,4,1,2,11,14,75,7,3,22,25,Spring,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9244,2012-01-26,1,1,1,1,0,4,1,2,11,16,75,0,5,16,21,Spring,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9245,2012-01-26,1,1,1,2,0,4,1,2,11,14,75,11,1,6,7,Spring,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9246,2012-01-26,1,1,1,3,0,4,1,2,11,15,75,6,1,5,6,Spring,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9247,2012-01-26,1,1,1,4,0,4,1,1,11,16,75,0,0,3,3,Spring,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9248,2012-01-26,1,1,1,5,0,4,1,2,12,16,75,7,0,28,28,Spring,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9249,2012-01-26,1,1,1,6,0,4,1,2,11,16,81,0,0,88,88,Spring,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9250,2012-01-26,1,1,1,7,0,4,1,2,11,15,81,6,11,228,239,Spring,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9251,2012-01-26,1,1,1,8,0,4,1,2,11,15,81,6,16,514,530,Spring,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9252,2012-01-26,1,1,1,9,0,4,1,2,12,17,81,0,18,256,274,Spring,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9253,2012-01-26,1,1,1,10,0,4,1,2,12,15,81,9,16,92,108,Spring,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9254,2012-01-26,1,1,1,11,0,4,1,2,12,16,87,7,11,100,111,Spring,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9255,2012-01-26,1,1,1,12,0,4,1,2,14,17,81,9,29,136,165,Spring,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9256,2012-01-26,1,1,1,13,0,4,1,2,16,20,71,0,17,156,173,Spring,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9257,2012-01-26,1,1,1,14,0,4,1,2,16,20,71,7,16,112,128,Spring,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9258,2012-01-26,1,1,1,15,0,4,1,2,17,21,71,7,22,142,164,Spring,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9259,2012-01-26,1,1,1,16,0,4,1,2,16,20,71,6,15,209,224,Spring,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9260,2012-01-26,1,1,1,17,0,4,1,2,17,21,71,0,16,397,413,Spring,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9261,2012-01-26,1,1,1,18,0,4,1,2,17,21,71,0,12,394,406,Spring,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9262,2012-01-26,1,1,1,19,0,4,1,2,16,20,76,7,11,302,313,Spring,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9263,2012-01-26,1,1,1,20,0,4,1,2,16,20,82,9,8,216,224,Spring,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9264,2012-01-26,1,1,1,21,0,4,1,2,16,20,76,7,8,184,192,Spring,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9265,2012-01-26,1,1,1,22,0,4,1,1,16,20,82,7,3,139,142,Spring,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9266,2012-01-26,1,1,1,23,0,4,1,2,16,20,82,0,5,86,91,Spring,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9267,2012-01-27,1,1,1,0,0,5,1,2,16,20,82,17,6,32,38,Spring,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9268,2012-01-27,1,1,1,1,0,5,1,2,16,20,87,15,6,23,29,Spring,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9269,2012-01-27,1,1,1,2,0,5,1,1,17,21,94,9,2,11,13,Spring,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9270,2012-01-27,1,1,1,3,0,5,1,2,17,21,94,19,3,5,8,Spring,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9271,2012-01-27,1,1,1,4,0,5,1,2,16,20,100,20,1,3,4,Spring,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9272,2012-01-27,1,1,1,5,0,5,1,2,17,21,94,22,0,24,24,Spring,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9273,2012-01-27,1,1,1,6,0,5,1,2,17,21,100,22,0,72,72,Spring,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9274,2012-01-27,1,1,1,7,0,5,1,2,17,21,100,20,6,128,134,Spring,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9275,2012-01-27,1,1,1,8,0,5,1,3,20,24,88,19,14,206,220,Spring,Friday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
9276,2012-01-27,1,1,1,9,0,5,1,3,20,24,88,19,6,101,107,Spring,Friday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
9277,2012-01-27,1,1,1,10,0,5,1,3,20,23,100,11,9,117,126,Spring,Friday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
9278,2012-01-27,1,1,1,11,0,5,1,2,20,23,94,9,10,95,105,Spring,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9279,2012-01-27,1,1,1,12,0,5,1,2,20,24,88,11,25,155,180,Spring,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9280,2012-01-27,1,1,1,13,0,5,1,1,20,24,59,31,26,175,201,Spring,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9281,2012-01-27,1,1,1,14,0,5,1,1,20,24,55,37,23,153,176,Spring,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9282,2012-01-27,1,1,1,15,0,5,1,1,20,23,51,22,27,170,197,Spring,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9283,2012-01-27,1,1,1,16,0,5,1,1,18,22,51,37,26,241,267,Spring,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9284,2012-01-27,1,1,1,17,0,5,1,1,17,21,50,39,16,406,422,Spring,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9285,2012-01-27,1,1,1,18,0,5,1,1,16,20,50,33,20,363,383,Spring,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9286,2012-01-27,1,1,1,19,0,5,1,1,15,17,50,26,10,241,251,Spring,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9287,2012-01-27,1,1,1,20,0,5,1,1,14,15,53,24,6,153,159,Spring,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9288,2012-01-27,1,1,1,21,0,5,1,1,14,14,53,35,8,127,135,Spring,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9289,2012-01-27,1,1,1,22,0,5,1,1,14,15,49,26,11,108,119,Spring,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9290,2012-01-27,1,1,1,23,0,5,1,1,13,14,49,28,8,78,86,Spring,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9291,2012-01-28,1,1,1,0,0,6,0,1,12,14,52,19,1,68,69,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9292,2012-01-28,1,1,1,1,0,6,0,1,12,15,52,11,1,57,58,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9293,2012-01-28,1,1,1,2,0,6,0,1,11,15,60,0,3,38,41,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9294,2012-01-28,1,1,1,3,0,6,0,1,11,14,60,6,1,16,17,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9295,2012-01-28,1,1,1,4,0,6,0,1,11,13,60,11,0,8,8,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9296,2012-01-28,1,1,1,5,0,6,0,1,10,13,75,6,0,10,10,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9297,2012-01-28,1,1,1,6,0,6,0,1,10,14,70,0,3,12,15,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9298,2012-01-28,1,1,1,7,0,6,0,1,9,14,75,0,3,28,31,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9299,2012-01-28,1,1,1,8,0,6,0,1,8,11,80,6,9,82,91,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9300,2012-01-28,1,1,1,9,0,6,0,1,9,14,80,0,13,145,158,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9301,2012-01-28,1,1,1,10,0,6,0,1,11,14,70,9,27,164,191,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9302,2012-01-28,1,1,1,11,0,6,0,1,12,15,56,9,55,241,296,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9303,2012-01-28,1,1,1,12,0,6,0,1,12,14,61,19,70,244,314,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9304,2012-01-28,1,1,1,13,0,6,0,1,14,16,57,17,80,293,373,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9305,2012-01-28,1,1,1,14,0,6,0,1,16,20,50,26,123,239,362,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9306,2012-01-28,1,1,1,15,0,6,0,1,16,20,47,22,90,320,410,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9307,2012-01-28,1,1,1,16,0,6,0,1,17,21,44,24,131,276,407,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9308,2012-01-28,1,1,1,17,0,6,0,1,17,21,44,26,57,233,290,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9309,2012-01-28,1,1,1,18,0,6,0,1,17,21,41,15,40,201,241,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9310,2012-01-28,1,1,1,19,0,6,0,2,17,21,41,37,33,173,206,Spring,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9311,2012-01-28,1,1,1,20,0,6,0,1,16,20,35,26,5,115,120,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9312,2012-01-28,1,1,1,21,0,6,0,1,15,17,29,24,18,109,127,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9313,2012-01-28,1,1,1,22,0,6,0,1,14,17,34,13,6,97,103,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9314,2012-01-28,1,1,1,23,0,6,0,1,13,16,31,13,6,79,85,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9315,2012-01-29,1,1,1,0,0,0,0,1,12,14,33,15,15,81,96,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9316,2012-01-29,1,1,1,1,0,0,0,1,12,14,28,24,5,68,73,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9317,2012-01-29,1,1,1,2,0,0,0,1,11,13,26,22,3,48,51,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9318,2012-01-29,1,1,1,3,0,0,0,1,11,13,28,13,4,17,21,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9319,2012-01-29,1,1,1,4,0,0,0,1,10,13,30,0,0,5,5,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9320,2012-01-29,1,1,1,5,0,0,0,1,8,11,51,9,1,6,7,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9321,2012-01-29,1,1,1,6,0,0,0,1,8,11,40,7,1,4,5,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9322,2012-01-29,1,1,1,7,0,0,0,1,8,11,37,9,0,12,12,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9323,2012-01-29,1,1,1,8,0,0,0,1,7,10,40,9,9,61,70,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9324,2012-01-29,1,1,1,9,0,0,0,1,7,10,43,9,13,98,111,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9325,2012-01-29,1,1,1,10,0,0,0,1,10,12,35,9,38,153,191,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9326,2012-01-29,1,1,1,11,0,0,0,1,11,14,28,15,57,198,255,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9327,2012-01-29,1,1,1,12,0,0,0,1,13,15,26,15,73,215,288,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9328,2012-01-29,1,1,1,13,0,0,0,1,13,15,26,15,78,238,316,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9329,2012-01-29,1,1,1,14,0,0,0,1,13,15,26,17,51,229,280,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9330,2012-01-29,1,1,1,15,0,0,0,1,15,17,25,19,68,242,310,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9331,2012-01-29,1,1,1,16,0,0,0,1,15,17,21,28,54,268,322,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9332,2012-01-29,1,1,1,17,0,0,0,1,15,17,21,28,33,201,234,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9333,2012-01-29,1,1,1,18,0,0,0,1,14,15,23,24,17,151,168,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9334,2012-01-29,1,1,1,19,0,0,0,1,13,15,29,17,14,145,159,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9335,2012-01-29,1,1,1,20,0,0,0,1,12,14,39,15,13,98,111,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9336,2012-01-29,1,1,1,21,0,0,0,1,12,14,33,19,0,69,69,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9337,2012-01-29,1,1,1,22,0,0,0,1,13,14,26,26,7,57,64,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9338,2012-01-29,1,1,1,23,0,0,0,1,12,14,33,22,4,21,25,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9339,2012-01-30,1,1,1,0,0,1,1,2,13,14,26,28,0,10,10,Spring,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9340,2012-01-30,1,1,1,1,0,1,1,1,11,11,60,24,0,9,9,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9341,2012-01-30,1,1,1,2,0,1,1,1,10,11,48,24,1,6,7,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9342,2012-01-30,1,1,1,3,0,1,1,1,10,11,48,13,0,4,4,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9343,2012-01-30,1,1,1,4,0,1,1,1,8,11,51,9,0,5,5,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9344,2012-01-30,1,1,1,5,0,1,1,1,8,11,51,9,0,26,26,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9345,2012-01-30,1,1,1,6,0,1,1,1,9,11,44,17,0,80,80,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9346,2012-01-30,1,1,1,7,0,1,1,1,9,11,44,19,4,221,225,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9347,2012-01-30,1,1,1,8,0,1,1,1,8,10,47,15,12,481,493,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9348,2012-01-30,1,1,1,9,0,1,1,1,8,10,47,15,5,193,198,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9349,2012-01-30,1,1,1,10,0,1,1,1,9,11,41,19,3,82,85,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9350,2012-01-30,1,1,1,11,0,1,1,1,11,13,38,0,6,93,99,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9351,2012-01-30,1,1,1,12,0,1,1,1,11,11,35,26,5,129,134,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9352,2012-01-30,1,1,1,13,0,1,1,1,12,14,31,13,15,117,132,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9353,2012-01-30,1,1,1,14,0,1,1,1,13,17,24,9,15,100,115,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9354,2012-01-30,1,1,1,15,0,1,1,1,13,16,24,13,7,131,138,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9355,2012-01-30,1,1,1,16,0,1,1,1,14,17,25,13,11,210,221,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
